m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
212,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominica,2018,23,1000 ha,X,false
212,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominica,2019,23,1000 ha,X,false
212,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominica,2020,23,1000 ha,X,false
212,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominica,2021,23,1000 ha,X,false
212,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominica,2022,23,1000 ha,X,false
214,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominican Republic,2018,1232,1000 ha,X,false
214,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominican Republic,2019,1232,1000 ha,X,false
214,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominican Republic,2020,1232,1000 ha,X,false
214,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominican Republic,2021,1232,1000 ha,X,false
214,Geography and population,Land use,Cultivated area (arable land + permanent crops),Dominican Republic,2022,1232,1000 ha,X,false
30,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern Asia,2018,139308.879,1000 ha,E,true
30,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern Asia,2019,138300.124,1000 ha,E,true
30,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern Asia,2020,138175.07,1000 ha,E,true
30,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern Asia,2021,138034.4485,1000 ha,E,true
30,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern Asia,2022,137903.2258,1000 ha,E,true
753,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern and South-Eastern Asia,2018,255633.9673,1000 ha,E,true
753,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern and South-Eastern Asia,2019,255111.8518,1000 ha,E,true
753,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern and South-Eastern Asia,2020,255487.8364,1000 ha,E,true
753,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern and South-Eastern Asia,2021,255730.1012,1000 ha,E,true
753,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eastern and South-Eastern Asia,2022,256024.1765,1000 ha,E,true
218,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ecuador,2018,2354,1000 ha,X,false
218,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ecuador,2019,2429,1000 ha,X,false
218,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ecuador,2020,2481,1000 ha,X,false
218,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ecuador,2021,2448,1000 ha,X,false
218,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ecuador,2022,2340,1000 ha,X,false
818,Geography and population,Land use,Cultivated area (arable land + permanent crops),Egypt,2018,3863,1000 ha,X,false
818,Geography and population,Land use,Cultivated area (arable land + permanent crops),Egypt,2019,3922,1000 ha,X,false
818,Geography and population,Land use,Cultivated area (arable land + permanent crops),Egypt,2020,3971,1000 ha,X,false
818,Geography and population,Land use,Cultivated area (arable land + permanent crops),Egypt,2021,4031,1000 ha,X,false
818,Geography and population,Land use,Cultivated area (arable land + permanent crops),Egypt,2022,4058,1000 ha,X,false
222,Geography and population,Land use,Cultivated area (arable land + permanent crops),El Salvador,2018,881,1000 ha,X,false
222,Geography and population,Land use,Cultivated area (arable land + permanent crops),El Salvador,2019,881,1000 ha,X,false
222,Geography and population,Land use,Cultivated area (arable land + permanent crops),El Salvador,2020,881,1000 ha,X,false
222,Geography and population,Land use,Cultivated area (arable land + permanent crops),El Salvador,2021,881,1000 ha,X,false
222,Geography and population,Land use,Cultivated area (arable land + permanent crops),El Salvador,2022,881,1000 ha,X,false
226,Geography and population,Land use,Cultivated area (arable land + permanent crops),Equatorial Guinea,2018,100,1000 ha,X,false
226,Geography and population,Land use,Cultivated area (arable land + permanent crops),Equatorial Guinea,2019,100,1000 ha,X,false
226,Geography and population,Land use,Cultivated area (arable land + permanent crops),Equatorial Guinea,2020,100,1000 ha,X,false
226,Geography and population,Land use,Cultivated area (arable land + permanent crops),Equatorial Guinea,2021,100,1000 ha,X,false
226,Geography and population,Land use,Cultivated area (arable land + permanent crops),Equatorial Guinea,2022,100,1000 ha,X,false
232,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eritrea,2018,692,1000 ha,X,false
232,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eritrea,2019,692,1000 ha,X,false
232,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eritrea,2020,692,1000 ha,X,false
232,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eritrea,2021,692,1000 ha,X,false
232,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eritrea,2022,692,1000 ha,X,false
233,Geography and population,Land use,Cultivated area (arable land + permanent crops),Estonia,2018,690,1000 ha,X,false
233,Geography and population,Land use,Cultivated area (arable land + permanent crops),Estonia,2019,697,1000 ha,X,false
233,Geography and population,Land use,Cultivated area (arable land + permanent crops),Estonia,2020,699,1000 ha,X,false
233,Geography and population,Land use,Cultivated area (arable land + permanent crops),Estonia,2021,705,1000 ha,X,false
233,Geography and population,Land use,Cultivated area (arable land + permanent crops),Estonia,2022,712,1000 ha,X,false
748,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eswatini,2018,195,1000 ha,X,false
748,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eswatini,2019,195,1000 ha,X,false
748,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eswatini,2020,195,1000 ha,X,false
748,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eswatini,2021,195,1000 ha,X,false
748,Geography and population,Land use,Cultivated area (arable land + permanent crops),Eswatini,2022,195,1000 ha,X,false
231,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ethiopia,2018,17903,1000 ha,X,false
231,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ethiopia,2019,18190,1000 ha,X,false
231,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ethiopia,2020,18476.1,1000 ha,X,false
231,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ethiopia,2021,18770.341,1000 ha,X,false
231,Geography and population,Land use,Cultivated area (arable land + permanent crops),Ethiopia,2022,18456.933,1000 ha,X,false
150,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe,2018,288282.1193,1000 ha,E,true
150,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe,2019,288844.9739,1000 ha,E,true
150,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe,2020,288421.5326,1000 ha,E,true
150,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe,2021,288510.3377,1000 ha,E,true
150,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe,2022,288298.7671,1000 ha,E,true
513,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe and Northern America,2018,486441.7823,1000 ha,E,true
513,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe and Northern America,2019,485820.1998,1000 ha,E,true
513,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe and Northern America,2020,483843.3215,1000 ha,E,true
513,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe and Northern America,2021,482822.6896,1000 ha,E,true
513,Geography and population,Land use,Cultivated area (arable land + permanent crops),Europe and Northern America,2022,481557.6819,1000 ha,E,true
234,Geography and population,Land use,Cultivated area (arable land + permanent crops),Faroe Islands,2018,0.066,1000 ha,X,false
234,Geography and population,Land use,Cultivated area (arable land + permanent crops),Faroe Islands,2019,0.066,1000 ha,X,false
234,Geography and population,Land use,Cultivated area (arable land + permanent crops),Faroe Islands,2020,0.07,1000 ha,X,false
234,Geography and population,Land use,Cultivated area (arable land + permanent crops),Faroe Islands,2021,0.07,1000 ha,X,false
234,Geography and population,Land use,Cultivated area (arable land + permanent crops),Faroe Islands,2022,0.07,1000 ha,X,false
242,Geography and population,Land use,Cultivated area (arable land + permanent crops),Fiji,2018,140.5,1000 ha,X,false
242,Geography and population,Land use,Cultivated area (arable land + permanent crops),Fiji,2019,139.8,1000 ha,X,false
242,Geography and population,Land use,Cultivated area (arable land + permanent crops),Fiji,2020,138.6,1000 ha,X,false
242,Geography and population,Land use,Cultivated area (arable land + permanent crops),Fiji,2021,138.6,1000 ha,X,false
242,Geography and population,Land use,Cultivated area (arable land + permanent crops),Fiji,2022,138.6,1000 ha,X,false
246,Geography and population,Land use,Cultivated area (arable land + permanent crops),Finland,2018,2248,1000 ha,X,false
246,Geography and population,Land use,Cultivated area (arable land + permanent crops),Finland,2019,2250,1000 ha,X,false
246,Geography and population,Land use,Cultivated area (arable land + permanent crops),Finland,2020,2248,1000 ha,X,false
246,Geography and population,Land use,Cultivated area (arable land + permanent crops),Finland,2021,2247,1000 ha,X,false
246,Geography and population,Land use,Cultivated area (arable land + permanent crops),Finland,2022,2246,1000 ha,X,false
250,Geography and population,Land use,Cultivated area (arable land + permanent crops),France,2018,19132.2,1000 ha,X,false
250,Geography and population,Land use,Cultivated area (arable land + permanent crops),France,2019,18973.0991,1000 ha,X,false
250,Geography and population,Land use,Cultivated area (arable land + permanent crops),France,2020,19772.376,1000 ha,X,false
250,Geography and population,Land use,Cultivated area (arable land + permanent crops),France,2021,19787.625,1000 ha,X,false
250,Geography and population,Land use,Cultivated area (arable land + permanent crops),France,2022,19683.889,1000 ha,X,false
266,Geography and population,Land use,Cultivated area (arable land + permanent crops),Gabon,2018,495,1000 ha,X,false
266,Geography and population,Land use,Cultivated area (arable land + permanent crops),Gabon,2019,495,1000 ha,X,false
266,Geography and population,Land use,Cultivated area (arable land + permanent crops),Gabon,2020,495,1000 ha,X,false
266,Geography and population,Land use,Cultivated area (arable land + permanent crops),Gabon,2021,495,1000 ha,X,false
266,Geography and population,Land use,Cultivated area (arable land + permanent crops),Gabon,2022,495,1000 ha,X,false
